year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d03_english,d03_spanish,d03_portuguese,d03_chinese,d03_other,d04_ethnicity,d04_race_white,d04_race_aa,d04_race_asian,d04_race_other,race_hooks,d08_hhi_buckets,d11_car,d11_walk,d11_bike,d11_public,d12_car,d12_walk,d12_bike,d12_public
2019,7.0,8.0,8.0,9.0,3.0,1.0,2.0,3.0,3.0,4.0,9.0,6.0,6.0,Male,35 to 44 Years,white,1.0,Rent,0.0,6.0,"$50,000 to 74,999",0.0,3.0,right,6.0,6.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,10.0,9.0,9.0,9.0,5.0,2.0,4.0,3.0,4.0,5.0,8.0,9.0,9.0,Female,35 to 44 Years,white,0.0,Rent,0.0,16.0,"$75,000 to $99,999",,5.0,right,8.0,8.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,4.0,1.0,2.0,4.0,3.0,4.0,7.0,7.0,8.0,Male,35 to 44 Years,white,0.0,Rent,1.0,3.0,,0.0,6.0,right,8.0,9.0,4.0,Housing,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,9.0,9.0,8.0,8.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,2.0,6.0,Male,45 to 54 Years,white,1.0,Rent,0.0,12.0,"$150,000 to 200,000",0.0,2.0,right,4.0,1.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,4.0,4.0,6.0,6.0,3.0,2.0,5.0,5.0,5.0,3.0,9.0,8.0,6.0,Male,25 to 34 Years,white,0.0,Rent,0.0,7.0,"$75,000 to $99,999",0.0,2.0,unsure,5.0,7.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2019,7.0,8.0,8.0,8.0,3.0,1.0,3.0,3.0,5.0,5.0,10.0,7.0,9.0,Male,25 to 34 Years,white,0.0,Rent,0.0,2.0,"$25,000 to $49,999",0.0,5.0,unsure,10.0,7.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,7.0,7.0,8.0,7.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,6.0,6.0,Female,75 Years & Over,white,0.0,Own,0.0,76.0,"Less than $10,000",0.0,1.0,unsure,2.0,5.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,5.0,5.0,8.0,6.0,4.0,2.0,3.0,4.0,3.0,3.0,8.0,5.0,7.0,Female,25 to 34 Years,white,0.0,Own,0.0,3.0,"$150,000 to 200,000",0.0,3.0,unsure,8.0,8.0,5.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,,,,,,,,,,,,,,No Answer,75 Years & Over,,,Other,,,,,,no_answer,,,,,,,,,,,,,,,No Answer,,,,,,,,,
2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,Male,75 Years & Over,white,0.0,Own,0.0,19.0,"$100,000 to $149,999",0.0,6.0,right,8.0,9.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,,,,,,,,,,,,,,No Answer,75 Years & Over,,,Other,,,,,2.0,no_answer,,,,,,,,,,,,,,,No Answer,,,,,,,,,
2019,,,,,,,,,,,,,,No Answer,75 Years & Over,,,Other,,,,,4.0,no_answer,,,,,,,,,,,,,,,No Answer,,,,,,,,,
2019,6.0,6.0,5.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,8.0,6.0,8.0,Female,25 to 34 Years,asian,0.0,Rent,1.0,3.0,"$150,000 to 200,000",0.0,2.0,wrong,1.0,7.0,5.0,"Might have children, cost of rent is too high, and schools have a bad rating",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,65 to 74 Years,black/african american,0.0,Rent,0.0,25.0,"$100,000 to $149,999",,4.0,right,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,10.0,10.0,8.0,8.0,3.0,2.0,,4.0,4.0,3.0,8.0,10.0,10.0,Female,25 to 34 Years,white,0.0,Rent,0.0,,"$25,000 to $49,999",0.0,6.0,right,7.0,8.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,,,,,,,,,,,,,,No Answer,75 Years & Over,,,Other,,,,,7.0,no_answer,,,,,,,,,,,,,,,No Answer,,,,,,,,,
2019,7.0,7.0,8.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,6.0,6.0,Male,25 to 34 Years,"asian, white",0.0,Own,0.0,4.0,"$200,000 or more",0.0,2.0,unsure,7.0,6.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,two_or_more,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,1.0,1.0,10.0,,5.0,1.0,5.0,5.0,5.0,5.0,1.0,6.0,6.0,Female,55 to 64 Years,white,1.0,Own,1.0,45.0,"Less than $10,000",0.0,6.0,wrong,1.0,10.0,7.0,Property taxes too high. Really don't want to leave.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2019,9.0,9.0,10.0,10.0,4.0,5.0,,5.0,3.0,3.0,8.0,9.0,7.0,Female,75 Years & Over,white,0.0,Other,0.0,50.0,"$10,000 to $24,999",0.0,7.0,unsure,7.0,9.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,10.0,8.0,9.0,9.0,5.0,1.0,5.0,5.0,1.0,4.0,9.0,7.0,9.0,Male,45 to 54 Years,black/african american,1.0,Rent,0.0,30.0,"$50,000 to 74,999",0.0,7.0,unsure,7.0,7.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,3.0,2.0,4.0,4.0,5.0,10.0,10.0,10.0,Male,35 to 44 Years,white,1.0,Own,1.0,14.0,"$200,000 or more",0.0,5.0,right,10.0,10.0,10.0,Need more space for kids,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,8.0,9.0,8.0,3.0,4.0,4.0,4.0,1.0,4.0,10.0,5.0,8.0,Male,55 to 64 Years,white,0.0,Own,0.0,29.0,"$100,000 to $149,999",0.0,7.0,right,3.0,1.0,10.0,,,,,,,0.0,1.0,0.0,0.0,0.0,white,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,7.0,7.0,9.0,4.0,2.0,4.0,5.0,3.0,5.0,10.0,9.0,8.0,Female,35 to 44 Years,white,0.0,Rent,1.0,1.0,"$75,000 to $99,999",0.0,5.0,right,9.0,9.0,9.0,Cost of living,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,9.0,8.0,8.0,4.0,2.0,3.0,5.0,2.0,4.0,9.0,5.0,8.0,Female,35 to 44 Years,white,1.0,Own,0.0,11.0,"$150,000 to 200,000",0.0,3.0,unsure,7.0,10.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,5.0,5.0,9.0,8.0,4.0,2.0,3.0,3.0,2.0,4.0,9.0,7.0,8.0,Male,55 to 64 Years,asian,0.0,Own,,32.0,"$100,000 to $149,999",0.0,6.0,right,7.0,9.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,2.0,10.0,6.0,6.0,3.0,1.0,,,,,,,,Female,75 Years & Over,,0.0,Other,0.0,53.0,,0.0,4.0,wrong,2.0,3.0,,,1.0,0.0,0.0,0.0,0.0,,,,,,No Answer,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,8.0,7.0,9.0,6.0,2.0,2.0,3.0,4.0,2.0,3.0,5.0,5.0,7.0,Female,75 Years & Over,white,0.0,Rent,0.0,70.0,,0.0,7.0,right,5.0,5.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,9.0,10.0,7.0,8.0,3.0,3.0,3.0,4.0,4.0,2.0,9.0,7.0,4.0,Male,25 to 34 Years,white,0.0,Rent,1.0,0.0,"$75,000 to $99,999",0.0,1.0,right,4.0,6.0,8.0,Closer to Boston,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,2.0,,5.0,4.0,5.0,9.0,10.0,10.0,Female,25 to 34 Years,white,0.0,Rent,0.0,4.0,"$100,000 to $149,999",0.0,6.0,right,9.0,9.0,6.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,9.0,9.0,4.0,2.0,4.0,5.0,3.0,5.0,9.0,9.0,9.0,Male,65 to 74 Years,asian,0.0,Own,0.0,38.0,"$25,000 to $49,999",0.0,4.0,right,4.0,7.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,9.0,7.0,7.0,5.0,1.0,3.0,4.0,2.0,5.0,8.0,6.0,6.0,Male,25 to 34 Years,white,1.0,Own,0.0,10.0,"$100,000 to $149,999",1.0,2.0,right,4.0,5.0,9.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2019,9.0,8.0,8.0,8.0,4.0,3.0,,3.0,2.0,3.0,8.0,6.0,6.0,Female,25 to 34 Years,white,0.0,Own,0.0,,"$50,000 to 74,999",0.0,5.0,right,6.0,3.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2019,8.0,8.0,9.0,9.0,4.0,2.0,3.0,3.0,3.0,4.0,8.0,7.0,7.0,Female,25 to 34 Years,white,0.0,Own,0.0,0.0,"$200,000 or more",0.0,4.0,right,6.0,6.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,8.0,8.0,10.0,7.0,5.0,4.0,,5.0,5.0,4.0,7.0,7.0,7.0,Female,18 to 24 Years,white,0.0,Rent,0.0,0.0,"$100,000 to $149,999",0.0,4.0,right,9.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,8.0,8.0,5.0,2.0,,4.0,2.0,5.0,8.0,7.0,8.0,Female,65 to 74 Years,italian american,,Own,0.0,69.0,"$10,000 to $24,999",0.0,5.0,unsure,6.0,7.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Answer,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,8.0,9.0,9.0,5.0,1.0,,5.0,4.0,4.0,10.0,9.0,9.0,Male,55 to 64 Years,white,0.0,Own,0.0,20.0,"$100,000 to $149,999",0.0,5.0,right,10.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,4.0,4.0,8.0,8.0,9.0,Female,45 to 54 Years,white,0.0,Own,0.0,54.0,"$150,000 to 200,000",0.0,5.0,right,9.0,9.0,7.0,,,,,,,0.0,1.0,0.0,0.0,0.0,white,7,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,7.0,7.0,7.0,7.0,4.0,2.0,2.0,3.0,2.0,4.0,8.0,7.0,8.0,Male,35 to 44 Years,black/african american,0.0,Rent,1.0,6.0,"$50,000 to 74,999",0.0,4.0,unsure,8.0,5.0,7.0,I will be priced out,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,aa,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,8.0,9.0,8.0,9.0,3.0,2.0,,3.0,4.0,5.0,9.0,10.0,9.0,Male,25 to 34 Years,white,0.0,Rent,1.0,3.0,"$100,000 to $149,999",0.0,3.0,right,9.0,7.0,8.0,Change of scenery,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,7.0,7.0,6.0,5.0,2.0,,3.0,4.0,4.0,8.0,6.0,8.0,Female,35 to 44 Years,white,0.0,Rent,1.0,3.0,"$50,000 to 74,999",0.0,4.0,unsure,8.0,6.0,3.0,Rent too high,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,6.0,9.0,8.0,8.0,4.0,3.0,,3.0,2.0,5.0,10.0,8.0,8.0,Female,25 to 34 Years,white,0.0,Rent,,5.0,"$50,000 to 74,999",0.0,3.0,unsure,7.0,5.0,10.0,Change of scenery,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Male,75 Years & Over,white,0.0,Own,0.0,,,0.0,5.0,right,10.0,10.0,10.0,,,,,,,0.0,1.0,0.0,0.0,0.0,white,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,8.0,8.0,8.0,8.0,4.0,2.0,,4.0,5.0,4.0,8.0,8.0,9.0,Female,65 to 74 Years,white,0.0,Own,1.0,,"$10,000 to $24,999",0.0,1.0,no_answer,4.0,8.0,9.0,"No choice, house in probate, can't afford to stay",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,2.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,Female,75 Years & Over,white,0.0,Own,,,"$25,000 to $49,999",0.0,5.0,wrong,1.0,10.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,10.0,9.0,8.0,9.0,4.0,1.0,3.0,4.0,4.0,4.0,8.0,8.0,9.0,No Answer,75 Years & Over,,0.0,Rent,1.0,3.0,,0.0,1.0,right,9.0,8.0,7.0,Affordability of owning a home,,,,,,,,,,,No Answer,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,9.0,8.0,8.0,4.0,2.0,3.0,4.0,1.0,2.0,7.0,6.0,6.0,Female,35 to 44 Years,asian,0.0,Own,0.0,3.0,"$150,000 to 200,000",0.0,4.0,unsure,2.0,3.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,7.0,5.0,7.0,6.0,5.0,1.0,2.0,3.0,5.0,5.0,10.0,8.0,10.0,Female,35 to 44 Years,white,0.0,Rent,0.0,11.0,"$50,000 to 74,999",0.0,7.0,unsure,9.0,10.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,5.0,7.0,3.0,9.0,4.0,1.0,3.0,4.0,1.0,4.0,8.0,6.0,7.0,Female,55 to 64 Years,white,1.0,Own,0.0,60.0,"$75,000 to $99,999",0.0,2.0,wrong,1.0,3.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,7.0,7.0,9.0,9.0,4.0,3.0,4.0,3.0,4.0,4.0,8.0,7.0,9.0,Male,55 to 64 Years,white,0.0,Rent,0.0,13.0,"$50,000 to 74,999",0.0,2.0,unsure,8.0,9.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2019,10.0,10.0,9.0,10.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,8.0,9.0,Male,65 to 74 Years,white,0.0,Own,0.0,,"$50,000 to 74,999",0.0,5.0,right,9.0,10.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,5.0,6.0,6.0,8.0,3.0,3.0,2.0,4.0,2.0,3.0,6.0,6.0,5.0,Female,65 to 74 Years,white,1.0,Own,0.0,40.0,,0.0,7.0,unsure,5.0,5.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,4.0,4.0,7.0,7.0,3.0,1.0,3.0,2.0,4.0,4.0,9.0,7.0,7.0,Male,25 to 34 Years,white,0.0,Rent,1.0,3.0,"$75,000 to $99,999",0.0,6.0,wrong,10.0,7.0,4.0,Landlords are brutal,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,1.0,8.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,7.0,Male,55 to 64 Years,hispanic/latino,0.0,Rent,0.0,,"$25,000 to $49,999",0.0,2.0,wrong,4.0,8.0,7.0,,,,,,,1.0,0.0,0.0,0.0,0.0,No Answer,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,8.0,8.0,9.0,9.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,7.0,6.0,Female,35 to 44 Years,white,1.0,Own,0.0,9.0,"$100,000 to $149,999",0.0,3.0,unsure,8.0,7.0,9.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,white,6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,9.0,10.0,10.0,10.0,,3.0,3.0,4.0,4.0,3.0,9.0,8.0,10.0,Female,75 Years & Over,white,0.0,Own,0.0,,"$25,000 to $49,999",0.0,7.0,right,8.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2019,7.0,8.0,9.0,9.0,5.0,2.0,3.0,3.0,3.0,3.0,7.0,8.0,7.0,Female,65 to 74 Years,white,0.0,Own,0.0,40.0,"$75,000 to $99,999",0.0,3.0,right,5.0,7.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,7.0,7.0,5.0,2.0,3.0,4.0,3.0,5.0,8.0,6.0,8.0,Male,55 to 64 Years,white,0.0,Own,0.0,32.0,,0.0,6.0,right,6.0,6.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,,,,,,1.0,1.0,0.0,1.0
2019,7.0,9.0,10.0,10.0,4.0,2.0,3.0,3.0,4.0,4.0,9.0,10.0,10.0,Female,18 to 24 Years,white,0.0,Rent,1.0,1.0,"$25,000 to $49,999",0.0,6.0,right,7.0,10.0,8.0,Return to school/grad school,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,7.0,6.0,8.0,10.0,4.0,1.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,Female,25 to 34 Years,white,0.0,Rent,,6.0,"$150,000 to 200,000",0.0,2.0,unsure,7.0,5.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,7,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,8.0,8.0,8.0,3.0,1.0,2.0,3.0,2.0,5.0,8.0,9.0,9.0,Female,25 to 34 Years,asian,0.0,Rent,0.0,1.0,"$100,000 to $149,999",0.0,2.0,unsure,9.0,7.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2019,7.0,8.0,9.0,8.0,5.0,3.0,2.0,3.0,2.0,4.0,10.0,8.0,7.0,Male,65 to 74 Years,white,0.0,Own,0.0,12.0,"$75,000 to $99,999",0.0,6.0,right,7.0,8.0,10.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2019,10.0,9.0,9.0,9.0,5.0,2.0,1.0,5.0,2.0,5.0,8.0,9.0,7.0,Female,55 to 64 Years,white,0.0,Own,0.0,12.0,"$75,000 to $99,999",0.0,6.0,right,2.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,6.0,8.0,8.0,8.0,5.0,2.0,,2.0,2.0,5.0,9.0,6.0,6.0,Female,45 to 54 Years,white,0.0,Own,0.0,10.0,"$50,000 to 74,999",0.0,3.0,right,8.0,9.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,4,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,4.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,7.0,6.0,7.0,Female,45 to 54 Years,"asian, white",1.0,Own,0.0,6.0,"$100,000 to $149,999",0.0,3.0,unsure,6.0,4.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,two_or_more,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,10.0,10.0,10.0,10.0,3.0,1.0,3.0,5.0,2.0,5.0,9.0,10.0,10.0,Female,25 to 34 Years,white,1.0,Own,0.0,10.0,"$100,000 to $149,999",0.0,4.0,right,8.0,8.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,8.0,7.0,7.0,8.0,5.0,2.0,4.0,5.0,3.0,5.0,7.0,6.0,5.0,Male,18 to 24 Years,white,0.0,Own,0.0,22.0,"$200,000 or more",1.0,6.0,right,3.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
2019,7.0,7.0,8.0,6.0,5.0,2.0,3.0,3.0,4.0,5.0,10.0,10.0,10.0,Male,25 to 34 Years,white,0.0,Rent,0.0,6.0,"$100,000 to $149,999",0.0,3.0,right,10.0,7.0,7.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2019,8.0,8.0,8.0,8.0,5.0,4.0,3.0,5.0,2.0,5.0,8.0,10.0,10.0,Female,25 to 34 Years,asian,1.0,Own,0.0,3.0,"$200,000 or more",0.0,6.0,right,8.0,8.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,asian,8,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
2019,8.0,9.0,9.0,8.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,Female,25 to 34 Years,,0.0,Own,0.0,9.0,"$50,000 to 74,999",0.0,3.0,right,2.0,6.0,6.0,,1.0,0.0,0.0,0.0,0.0,,,,,,No Answer,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2019,7.0,9.0,10.0,10.0,5.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,Female,65 to 74 Years,white,0.0,Own,0.0,52.0,"$100,000 to $149,999",0.0,4.0,right,9.0,9.0,9.0,,,,,,,0.0,1.0,0.0,0.0,0.0,white,6,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
2019,9.0,9.0,10.0,10.0,3.0,2.0,,3.0,5.0,4.0,10.0,10.0,10.0,Female,35 to 44 Years,white,0.0,Rent,0.0,13.0,"$10,000 to $24,999",0.0,3.0,unsure,7.0,9.0,6.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,8.0,7.0,6.0,8.0,4.0,2.0,3.0,3.0,2.0,3.0,9.0,5.0,4.0,Male,35 to 44 Years,white,0.0,Own,0.0,1.0,"$200,000 or more",0.0,5.0,right,7.0,5.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,white,8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
